"stname","clock","crazy","day"
"gupabal",17,55,"satur"
"geumho",17,146,"satur"
"southterminal",17,119,"satur"
"nokbeon",17,86,"satur"
"daecheong",17,48,"satur"
"daechi",17,57,"satur"
"dokok",17,63,"satur"
"dokripmoon",17,103,"satur"
"dongdaeipgu",17,141,"satur"
"maebong",17,70,"satur"
"mooakjae",17,99,"satur"
"boolkwang",17,79,"satur"
"suseo",17,37,"satur"
"sinsa",17,150,"satur"
"ankook",17,131,"satur"
"apgujeong",17,151,"satur"
"yaksu",17,142,"satur"
"yangjae",17,92,"satur"
"yeonsinnae",17,63,"satur"
"ogum",17,7,"satur"
"oksu",17,147,"satur"
"ilwon",17,44,"satur"
"jamwon",17,151,"satur"
"jichook",17,90,"satur"
"choongmuro",17,294,"satur"
"hakyeowool",17,52,"satur"
"hongje",17,93,"satur"
"killeum",17,104,"satur"
"namtaeryeong",17,211,"satur"
"nowon",17,29,"satur"
"dangkokae",17,3,"satur"
"dongjak",17,107,"satur"
"myeongdong",17,124,"satur"
"mia",17,83,"satur"
"mia4keori",17,91,"satur"
"samkakji",17,103,"satur"
"sangkye",17,12,"satur"
"sungsinyeodae",17,113,"satur"
"sooyou",17,71,"satur"
"sookmyeong",17,104,"satur"
"sinyongsan",17,105,"satur"
"ssangmoon",17,58,"satur"
"ichon",17,105,"satur"
"changdong",17,47,"satur"
"chongsindae",17,103,"satur"
"hanseongdae",17,119,"satur"
"hyehwa",17,138,"satur"
"hoihyeon",17,123,"satur"
"kyodae",17,293,"satur"
"dongdaemon",17,289,"satur"
"dongyeoksa",17,216,"satur"
"sadang",17,244,"satur"
"seoulstation",17,214,"satur"
"sichong",17,217,"satur"
"sinsuldong",17,147,"satur"
"eulji3ga",17,221,"satur"
"jongro3ga",17,286,"satur"
"dongmyo",18,104,"satur"
"jegidong",18,95,"satur"
"jongkak",18,110,"satur"
"jongro5",18,119,"satur"
"cheongryangri",18,88,"satur"
"kangnam",18,137,"satur"
"kangbyeon",18,82,"satur"
"keondae",18,77,"satur"
"gurodigital",18,127,"satur"
"gooui",18,81,"satur"
"kkachisan",18,15,"satur"
"nakseongdae",18,141,"satur"
"dangsan",18,124,"satur"
"daerim",18,130,"satur"
"dorimcheon",18,87,"satur"
"ttooksum",18,78,"satur"
"moonrae",18,127,"satur"
"bangbae",18,142,"satur"
"bongcheon",18,129,"satur"
"samseong",18,105,"satur"
"sangwangshipri",18,87,"satur"
"seouldaeipgu",18,134,"satur"
"seocho",18,143,"satur"
"seonreung",18,123,"satur"
"seongnae",18,81,"satur"
"seongsu",18,80,"satur"
"seongsuG",18,21,"satur"
"sindap",18,42,"satur"
"sindang",18,85,"satur"
"sindaebang",18,125,"satur"
"sindorim",18,118,"satur"
"sindorimG",18,62,"satur"
"sinrim",18,123,"satur"
"sinjeongnegeori",18,60,"satur"
"sincheon",18,91,"satur"
"sinchon",18,103,"satur"
"ahyeon",18,105,"satur"
"yangcheonguchong",18,78,"satur"
"yeoksam",18,136,"satur"
"yeongdeungpoguchong",18,125,"satur"
"wangshipri",18,81,"satur"
"yongdap",18,42,"satur"
"yongdu",18,39,"satur"
"eulji4ga",18,47,"satur"
"euljiipgu",18,82,"satur"
"ewhadae",18,104,"satur"
"jamsil",18,89,"satur"
"jonghapwoondongjang",18,94,"satur"
"chungjeongro",18,106,"satur"
"hanyangdae",18,78,"satur"
"hapjeong",18,118,"satur"
"hongdae",18,104,"satur"
"karaksijang",18,19,"satur"
"kyeongbokgoong",18,111,"satur"
"keongchalhospital",18,13,"satur"
"expressterminal",18,141,"satur"
"gupabal",18,58,"satur"
"geumho",18,140,"satur"
"southterminal",18,112,"satur"
"nokbeon",18,81,"satur"
"daecheong",18,44,"satur"
"daechi",18,52,"satur"
"dokok",18,60,"satur"
"dokripmoon",18,104,"satur"
"dongdaeipgu",18,139,"satur"
"maebong",18,67,"satur"
"mooakjae",18,101,"satur"
"boolkwang",18,73,"satur"
"suseo",18,30,"satur"
"sinsa",18,141,"satur"
"ankook",18,125,"satur"
"apgujeong",18,145,"satur"
"yaksu",18,134,"satur"
"yangjae",18,88,"satur"
"yeonsinnae",18,57,"satur"
"ogum",18,4,"satur"
"oksu",18,138,"satur"
"ilwon",18,40,"satur"
"jamwon",18,137,"satur"
"jichook",18,83,"satur"
"choongmuro",18,282,"satur"
"hakyeowool",18,49,"satur"
"hongje",18,93,"satur"
"killeum",18,100,"satur"
"namtaeryeong",18,223,"satur"
"nowon",18,30,"satur"
"dangkokae",18,3,"satur"
"dongjak",18,98,"satur"
"myeongdong",18,119,"satur"
"mia",18,83,"satur"
"mia4keori",18,89,"satur"
"samkakji",18,96,"satur"
"sangkye",18,12,"satur"
"sungsinyeodae",18,111,"satur"
"sooyou",18,70,"satur"
"sookmyeong",18,95,"satur"
"sinyongsan",18,99,"satur"
"ssangmoon",18,59,"satur"
"ichon",18,97,"satur"
"changdong",18,50,"satur"
"chongsindae",18,97,"satur"
"hanseongdae",18,118,"satur"
"hyehwa",18,135,"satur"
"hoihyeon",18,115,"satur"
"kyodae",18,280,"satur"
"dongdaemon",18,260,"satur"
"dongyeoksa",18,200,"satur"
"sadang",18,244,"satur"
"seoulstation",18,193,"satur"
"sichong",18,196,"satur"
"sinsuldong",18,125,"satur"
"eulji3ga",18,215,"satur"
"jongro3ga",18,257,"satur"
"dongmyo",19,71,"satur"
"jegidong",19,66,"satur"
"jongkak",19,88,"satur"
"jongro5",19,85,"satur"
"cheongryangri",19,58,"satur"
"kangnam",19,111,"satur"
"kangbyeon",19,66,"satur"
"keondae",19,61,"satur"
"gurodigital",19,101,"satur"
"gooui",19,65,"satur"
"kkachisan",19,11,"satur"
"nakseongdae",19,109,"satur"
"dangsan",19,100,"satur"
"daerim",19,107,"satur"
"dorimcheon",19,71,"satur"
"ttooksum",19,61,"satur"
"moonrae",19,99,"satur"
"bangbae",19,112,"satur"
"bongcheon",19,98,"satur"
"samseong",19,86,"satur"
"sangwangshipri",19,67,"satur"
"seouldaeipgu",19,105,"satur"
"seocho",19,115,"satur"
"seonreung",19,92,"satur"
"seongnae",19,64,"satur"
"seongsu",19,60,"satur"
"seongsuG",19,13,"satur"
"sindap",19,25,"satur"
"sindang",19,65,"satur"
"sindaebang",19,96,"satur"
"sindorim",19,91,"satur"
"sindorimG",19,54,"satur"
"sinrim",19,94,"satur"
"sinjeongnegeori",19,47,"satur"
"sincheon",19,75,"satur"
"sinchon",19,87,"satur"
"ahyeon",19,87,"satur"
"yangcheonguchong",19,63,"satur"
"yeoksam",19,108,"satur"
"yeongdeungpoguchong",19,98,"satur"
"wangshipri",19,62,"satur"
"yongdap",19,26,"satur"
"yongdu",19,24,"satur"
"eulji4ga",19,38,"satur"
"euljiipgu",19,68,"satur"
"ewhadae",19,86,"satur"
"jamsil",19,73,"satur"
"jonghapwoondongjang",19,78,"satur"
"chungjeongro",19,86,"satur"
"hanyangdae",19,62,"satur"
"hapjeong",19,94,"satur"
"hongdae",19,85,"satur"
"karaksijang",19,14,"satur"
"kyeongbokgoong",19,77,"satur"
"keongchalhospital",19,9,"satur"
"expressterminal",19,100,"satur"
"gupabal",19,37,"satur"
"geumho",19,94,"satur"
"southterminal",19,76,"satur"
"nokbeon",19,62,"satur"
"daecheong",19,30,"satur"
"daechi",19,35,"satur"
"dokok",19,39,"satur"
"dokripmoon",19,71,"satur"
"dongdaeipgu",19,93,"satur"
"maebong",19,45,"satur"
"mooakjae",19,69,"satur"
"boolkwang",19,56,"satur"
"suseo",19,21,"satur"
"sinsa",19,99,"satur"
"ankook",19,86,"satur"
"apgujeong",19,98,"satur"
"yaksu",19,89,"satur"
"yangjae",19,58,"satur"
"yeonsinnae",19,42,"satur"
"ogum",19,3,"satur"
"oksu",19,93,"satur"
"ilwon",19,28,"satur"
"jamwon",19,96,"satur"
"jichook",19,68,"satur"
"choongmuro",19,191,"satur"
"hakyeowool",19,33,"satur"
"hongje",19,68,"satur"
"killeum",19,74,"satur"
"namtaeryeong",19,134,"satur"
"nowon",19,22,"satur"
"dangkokae",19,2,"satur"
"dongjak",19,68,"satur"
"myeongdong",19,84,"satur"
"mia",19,62,"satur"
"mia4keori",19,66,"satur"
"samkakji",19,64,"satur"
"sangkye",19,9,"satur"
"sungsinyeodae",19,80,"satur"
"sooyou",19,51,"satur"
"sookmyeong",19,64,"satur"
"sinyongsan",19,66,"satur"
"ssangmoon",19,43,"satur"
"ichon",19,65,"satur"
"changdong",19,36,"satur"
"chongsindae",19,66,"satur"
"hanseongdae",19,86,"satur"
"hyehwa",19,99,"satur"
"hoihyeon",19,79,"satur"
"kyodae",19,208,"satur"
"dongdaemon",19,182,"satur"
"dongyeoksa",19,142,"satur"
"sadang",19,178,"satur"
"seoulstation",19,140,"satur"
"sichong",19,161,"satur"
"sinsuldong",19,84,"satur"
"eulji3ga",19,156,"satur"
"jongro3ga",19,182,"satur"
"dongmyo",20,61,"satur"
"jegidong",20,57,"satur"
"jongkak",20,73,"satur"
"jongro5",20,72,"satur"
"cheongryangri",20,54,"satur"
"kangnam",20,116,"satur"
"kangbyeon",20,66,"satur"
"keondae",20,64,"satur"
"gurodigital",20,94,"satur"
"gooui",20,67,"satur"
"kkachisan",20,9,"satur"
"nakseongdae",20,107,"satur"
"dangsan",20,105,"satur"
"daerim",20,95,"satur"
"dorimcheon",20,53,"satur"
"ttooksum",20,64,"satur"
"moonrae",20,112,"satur"
"bangbae",20,113,"satur"
"bongcheon",20,101,"satur"
"samseong",20,93,"satur"
"sangwangshipri",20,71,"satur"
"seouldaeipgu",20,104,"satur"
"seocho",20,113,"satur"
"seonreung",20,100,"satur"
"seongnae",20,67,"satur"
"seongsu",20,68,"satur"
"seongsuG",20,14,"satur"
"sindap",20,23,"satur"
"sindang",20,71,"satur"
"sindaebang",20,95,"satur"
"sindorim",20,91,"satur"
"sindorimG",20,41,"satur"
"sinrim",20,94,"satur"
"sinjeongnegeori",20,40,"satur"
"sincheon",20,75,"satur"
"sinchon",20,97,"satur"
"ahyeon",20,93,"satur"
"yangcheonguchong",20,47,"satur"
"yeoksam",20,113,"satur"
"yeongdeungpoguchong",20,110,"satur"
"wangshipri",20,66,"satur"
"yongdap",20,24,"satur"
"yongdu",20,21,"satur"
"eulji4ga",20,39,"satur"
"euljiipgu",20,80,"satur"
"ewhadae",20,94,"satur"
"jamsil",20,75,"satur"
"jonghapwoondongjang",20,87,"satur"
"chungjeongro",20,95,"satur"
"hanyangdae",20,65,"satur"
"hapjeong",20,103,"satur"
"hongdae",20,97,"satur"
"karaksijang",20,13,"satur"
"kyeongbokgoong",20,67,"satur"
"keongchalhospital",20,9,"satur"
"expressterminal",20,89,"satur"
"gupabal",20,31,"satur"
"geumho",20,85,"satur"
"southterminal",20,70,"satur"
"nokbeon",20,51,"satur"
"daecheong",20,27,"satur"
"daechi",20,31,"satur"
"dokok",20,34,"satur"
"dokripmoon",20,63,"satur"
"dongdaeipgu",20,84,"satur"
"maebong",20,39,"satur"
"mooakjae",20,62,"satur"
"boolkwang",20,47,"satur"
"suseo",20,18,"satur"
"sinsa",20,88,"satur"
"ankook",20,75,"satur"
"apgujeong",20,93,"satur"
"yaksu",20,80,"satur"
"yangjae",20,51,"satur"
"yeonsinnae",20,36,"satur"
"ogum",20,2,"satur"
"oksu",20,85,"satur"
"ilwon",20,25,"satur"
"jamwon",20,86,"satur"
"jichook",20,47,"satur"
"choongmuro",20,176,"satur"
"hakyeowool",20,29,"satur"
"hongje",20,57,"satur"
"killeum",20,72,"satur"
"namtaeryeong",20,113,"satur"
"nowon",20,22,"satur"
"dangkokae",20,2,"satur"
"dongjak",20,61,"satur"
"myeongdong",20,81,"satur"
"mia",20,61,"satur"
"mia4keori",20,66,"satur"
"samkakji",20,57,"satur"
"sangkye",20,8,"satur"
"sungsinyeodae",20,78,"satur"
"sooyou",20,51,"satur"
"sookmyeong",20,58,"satur"
"sinyongsan",20,59,"satur"
"ssangmoon",20,42,"satur"
"ichon",20,59,"satur"
"changdong",20,33,"satur"
"chongsindae",20,60,"satur"
"hanseongdae",20,76,"satur"
"hyehwa",20,93,"satur"
"hoihyeon",20,74,"satur"
"kyodae",20,198,"satur"
"dongdaemon",20,159,"satur"
"dongyeoksa",20,141,"satur"
"sadang",20,171,"satur"
"seoulstation",20,119,"satur"
"sichong",20,151,"satur"
"sinsuldong",20,70,"satur"
"eulji3ga",20,145,"satur"
"jongro3ga",20,154,"satur"
"dongmyo",21,70,"satur"
"jegidong",21,68,"satur"
"jongkak",21,87,"satur"
"jongro5",21,79,"satur"
"cheongryangri",21,61,"satur"
"kangnam",21,143,"satur"
"kangbyeon",21,76,"satur"
"keondae",21,71,"satur"
"gurodigital",21,112,"satur"
"gooui",21,76,"satur"
"kkachisan",21,6,"satur"
"nakseongdae",21,131,"satur"
"dangsan",21,105,"satur"
"daerim",21,112,"satur"
"dorimcheon",21,61,"satur"
"ttooksum",21,66,"satur"
"moonrae",21,109,"satur"
"bangbae",21,141,"satur"
"bongcheon",21,120,"satur"
"samseong",21,117,"satur"
"sangwangshipri",21,72,"satur"
"seouldaeipgu",21,125,"satur"
"seocho",21,142,"satur"
"seonreung",21,118,"satur"
"seongnae",21,79,"satur"
"seongsu",21,71,"satur"
"seongsuG",21,13,"satur"
"sindap",21,20,"satur"
"sindang",21,72,"satur"
"sindaebang",21,111,"satur"
"sindorim",21,95,"satur"
"sindorimG",21,52,"satur"
"sinrim",21,111,"satur"
"sinjeongnegeori",21,40,"satur"
"sincheon",21,91,"satur"
"sinchon",21,99,"satur"
"ahyeon",21,92,"satur"
"yangcheonguchong",21,54,"satur"
"yeoksam",21,132,"satur"
"yeongdeungpoguchong",21,106,"satur"
"wangshipri",21,67,"satur"
"yongdap",21,20,"satur"
"yongdu",21,17,"satur"
"eulji4ga",21,39,"satur"
"euljiipgu",21,78,"satur"
"ewhadae",21,94,"satur"
"jamsil",21,87,"satur"
"jonghapwoondongjang",21,100,"satur"
"chungjeongro",21,92,"satur"
"hanyangdae",21,67,"satur"
"hapjeong",21,104,"satur"
"hongdae",21,97,"satur"
"karaksijang",21,23,"satur"
"kyeongbokgoong",21,70,"satur"
"keongchalhospital",21,18,"satur"
"expressterminal",21,82,"satur"
"gupabal",21,29,"satur"
"geumho",21,78,"satur"
"southterminal",21,70,"satur"
"nokbeon",21,54,"satur"
"daecheong",21,30,"satur"
"daechi",21,35,"satur"
"dokok",21,38,"satur"
"dokripmoon",21,64,"satur"
"dongdaeipgu",21,81,"satur"
"maebong",21,42,"satur"
"mooakjae",21,61,"satur"
"boolkwang",21,48,"satur"
"suseo",21,27,"satur"
"sinsa",21,85,"satur"
"ankook",21,77,"satur"
"apgujeong",21,84,"satur"
"yaksu",21,76,"satur"
"yangjae",21,56,"satur"
"yeonsinnae",21,36,"satur"
"ogum",21,10,"satur"
"oksu",21,78,"satur"
"ilwon",21,27,"satur"
"jamwon",21,80,"satur"
"jichook",21,38,"satur"
"choongmuro",21,185,"satur"
"hakyeowool",21,32,"satur"
"hongje",21,57,"satur"
"killeum",21,76,"satur"
"namtaeryeong",21,100,"satur"
"nowon",21,23,"satur"
"dangkokae",21,2,"satur"
"dongjak",21,65,"satur"
"myeongdong",21,94,"satur"
"mia",21,65,"satur"
"mia4keori",21,69,"satur"
"samkakji",21,68,"satur"
"sangkye",21,9,"satur"
"sungsinyeodae",21,86,"satur"
"sooyou",21,53,"satur"
"sookmyeong",21,67,"satur"
"sinyongsan",21,69,"satur"
"ssangmoon",21,45,"satur"
"ichon",21,66,"satur"
"changdong",21,37,"satur"
"chongsindae",21,62,"satur"
"hanseongdae",21,90,"satur"
"hyehwa",21,118,"satur"
"hoihyeon",21,83,"satur"
"kyodae",21,224,"satur"
"dongdaemon",21,193,"satur"
"dongyeoksa",21,159,"satur"
"sadang",21,204,"satur"
"seoulstation",21,138,"satur"
"sichong",21,159,"satur"
"sinsuldong",21,79,"satur"
"eulji3ga",21,144,"satur"
"jongro3ga",21,165,"satur"
"dongmyo",22,71,"satur"
"jegidong",22,74,"satur"
"jongkak",22,85,"satur"
"jongro5",22,81,"satur"
"cheongryangri",22,68,"satur"
"kangnam",22,158,"satur"
"kangbyeon",22,76,"satur"
"keondae",22,75,"satur"
"gurodigital",22,147,"satur"
"gooui",22,76,"satur"
"kkachisan",22,7,"satur"
"nakseongdae",22,157,"satur"
"dangsan",22,132,"satur"
"daerim",22,155,"satur"
"dorimcheon",22,57,"satur"
"ttooksum",22,76,"satur"
"moonrae",22,140,"satur"
"bangbae",22,154,"satur"
"bongcheon",22,152,"satur"
"samseong",22,106,"satur"
"sangwangshipri",22,85,"satur"
"seouldaeipgu",22,154,"satur"
"seocho",22,153,"satur"
"seonreung",22,111,"satur"
"seongnae",22,75,"satur"
"seongsu",22,76,"satur"
"seongsuG",22,17,"satur"
"sindap",22,21,"satur"
"sindang",22,83,"satur"
"sindaebang",22,145,"satur"
"sindorim",22,108,"satur"
"sindorimG",22,48,"satur"
"sinrim",22,142,"satur"
"sinjeongnegeori",22,37,"satur"
"sincheon",22,92,"satur"
"sinchon",22,119,"satur"
"ahyeon",22,109,"satur"
"yangcheonguchong",22,48,"satur"
"yeoksam",22,132,"satur"
"yeongdeungpoguchong",22,135,"satur"
"wangshipri",22,79,"satur"
"yongdap",22,23,"satur"
"yongdu",22,21,"satur"
"eulji4ga",22,47,"satur"
"euljiipgu",22,90,"satur"
"ewhadae",22,110,"satur"
"jamsil",22,81,"satur"
"jonghapwoondongjang",22,95,"satur"
"chungjeongro",22,108,"satur"
"hanyangdae",22,79,"satur"
"hapjeong",22,127,"satur"
"hongdae",22,126,"satur"
"karaksijang",22,20,"satur"
"kyeongbokgoong",22,72,"satur"
"keongchalhospital",22,13,"satur"
"expressterminal",22,90,"satur"
"gupabal",22,34,"satur"
"geumho",22,86,"satur"
"southterminal",22,81,"satur"
"nokbeon",22,54,"satur"
"daecheong",22,35,"satur"
"daechi",22,40,"satur"
"dokok",22,44,"satur"
"dokripmoon",22,67,"satur"
"dongdaeipgu",22,86,"satur"
"maebong",22,49,"satur"
"mooakjae",22,66,"satur"
"boolkwang",22,51,"satur"
"suseo",22,22,"satur"
"sinsa",22,94,"satur"
"ankook",22,80,"satur"
"apgujeong",22,92,"satur"
"yaksu",22,81,"satur"
"yangjae",22,63,"satur"
"yeonsinnae",22,36,"satur"
"ogum",22,5,"satur"
"oksu",22,86,"satur"
"ilwon",22,31,"satur"
"jamwon",22,88,"satur"
"jichook",22,52,"satur"
"choongmuro",22,202,"satur"
"hakyeowool",22,38,"satur"
"hongje",22,59,"satur"
"killeum",22,86,"satur"
"namtaeryeong",22,120,"satur"
"nowon",22,27,"satur"
"dangkokae",22,2,"satur"
"dongjak",22,74,"satur"
"myeongdong",22,102,"satur"
"mia",22,72,"satur"
"mia4keori",22,76,"satur"
"samkakji",22,73,"satur"
"sangkye",22,9,"satur"
"sungsinyeodae",22,93,"satur"
"sooyou",22,60,"satur"
"sookmyeong",22,72,"satur"
"sinyongsan",22,73,"satur"
"ssangmoon",22,49,"satur"
"ichon",22,73,"satur"
"changdong",22,40,"satur"
"chongsindae",22,73,"satur"
"hanseongdae",22,98,"satur"
"hyehwa",22,127,"satur"
"hoihyeon",22,88,"satur"
"kyodae",22,246,"satur"
"dongdaemon",22,202,"satur"
"dongyeoksa",22,182,"satur"
"sadang",22,233,"satur"
"seoulstation",22,141,"satur"
"sichong",22,167,"satur"
"sinsuldong",22,87,"satur"
"eulji3ga",22,161,"satur"
"jongro3ga",22,169,"satur"
"dongmyo",23,41,"satur"
"jegidong",23,44,"satur"
"jongkak",23,60,"satur"
"jongro5",23,50,"satur"
"cheongryangri",23,42,"satur"
"kangnam",23,149,"satur"
"kangbyeon",23,82,"satur"
"keondae",23,94,"satur"
"gurodigital",23,128,"satur"
"gooui",23,87,"satur"
"kkachisan",23,4,"satur"
"nakseongdae",23,143,"satur"
"dangsan",23,138,"satur"
"daerim",23,143,"satur"
"dorimcheon",23,52,"satur"
"ttooksum",23,70,"satur"
"moonrae",23,136,"satur"
"bangbae",23,144,"satur"
"bongcheon",23,129,"satur"
"samseong",23,104,"satur"
"sangwangshipri",23,78,"satur"
"seouldaeipgu",23,135,"satur"
"seocho",23,147,"satur"
"seonreung",23,111,"satur"
"seongnae",23,83,"satur"
"seongsu",23,99,"satur"
"seongsuG",23,9,"satur"
"sindap",23,14,"satur"
"sindang",23,75,"satur"
"sindaebang",23,127,"satur"
"sindorim",23,97,"satur"
"sindorimG",23,46,"satur"
"sinrim",23,121,"satur"
"sinjeongnegeori",23,32,"satur"
"sincheon",23,90,"satur"
"sinchon",23,114,"satur"
"ahyeon",23,106,"satur"
"yangcheonguchong",23,43,"satur"
"yeoksam",23,125,"satur"
"yeongdeungpoguchong",23,135,"satur"
"wangshipri",23,71,"satur"
"yongdap",23,14,"satur"
"yongdu",23,13,"satur"
"eulji4ga",23,46,"satur"
"euljiipgu",23,86,"satur"
"ewhadae",23,106,"satur"
"jamsil",23,77,"satur"
"jonghapwoondongjang",23,91,"satur"
"chungjeongro",23,107,"satur"
"hanyangdae",23,70,"satur"
"hapjeong",23,138,"satur"
"hongdae",23,135,"satur"
"karaksijang",23,19,"satur"
"kyeongbokgoong",23,53,"satur"
"keongchalhospital",23,10,"satur"
"expressterminal",23,56,"satur"
"gupabal",23,17,"satur"
"geumho",23,61,"satur"
"southterminal",23,45,"satur"
"nokbeon",23,38,"satur"
"daecheong",23,21,"satur"
"daechi",23,24,"satur"
"dokok",23,27,"satur"
"dokripmoon",23,49,"satur"
"dongdaeipgu",23,56,"satur"
"maebong",23,30,"satur"
"mooakjae",23,48,"satur"
"boolkwang",23,38,"satur"
"suseo",23,15,"satur"
"sinsa",23,55,"satur"
"ankook",23,52,"satur"
"apgujeong",23,61,"satur"
"yaksu",23,57,"satur"
"yangjae",23,37,"satur"
"yeonsinnae",23,26,"satur"
"ogum",23,3,"satur"
"oksu",23,60,"satur"
"ilwon",23,20,"satur"
"jamwon",23,53,"satur"
"jichook",23,46,"satur"
"choongmuro",23,161,"satur"
"hakyeowool",23,22,"satur"
"hongje",23,43,"satur"
"killeum",23,85,"satur"
"namtaeryeong",23,97,"satur"
"nowon",23,28,"satur"
"dangkokae",23,2,"satur"
"dongjak",23,76,"satur"
"myeongdong",23,88,"satur"
"mia",23,72,"satur"
"mia4keori",23,75,"satur"
"samkakji",23,70,"satur"
"sangkye",23,9,"satur"
"sungsinyeodae",23,95,"satur"
"sooyou",23,60,"satur"
"sookmyeong",23,69,"satur"
"sinyongsan",23,74,"satur"
"ssangmoon",23,49,"satur"
"ichon",23,75,"satur"
"changdong",23,42,"satur"
"chongsindae",23,74,"satur"
"hanseongdae",23,90,"satur"
"hyehwa",23,114,"satur"
"hoihyeon",23,73,"satur"
"kyodae",23,200,"satur"
"dongdaemon",23,162,"satur"
"dongyeoksa",23,167,"satur"
"sadang",23,222,"satur"
"seoulstation",23,115,"satur"
"sichong",23,142,"satur"
"sinsuldong",23,55,"satur"
"eulji3ga",23,125,"satur"
"jongro3ga",23,114,"satur"
"dongmyo",24,16,"satur"
"jegidong",24,45,"satur"
"jongkak",24,18,"satur"
"jongro5",24,13,"satur"
"cheongryangri",24,35,"satur"
"kangnam",24,0,"satur"
"kangbyeon",24,0,"satur"
"keondae",24,0,"satur"
"gurodigital",24,0,"satur"
"gooui",24,0,"satur"
"kkachisan",24,0,"satur"
"nakseongdae",24,0,"satur"
"dangsan",24,0,"satur"
"daerim",24,0,"satur"
"dorimcheon",24,0,"satur"
"ttooksum",24,0,"satur"
"moonrae",24,0,"satur"
"bangbae",24,0,"satur"
"bongcheon",24,0,"satur"
"samseong",24,0,"satur"
"sangwangshipri",24,0,"satur"
"seouldaeipgu",24,0,"satur"
"seocho",24,0,"satur"
"seonreung",24,0,"satur"
"seongnae",24,0,"satur"
"seongsu",24,0,"satur"
"seongsuG",24,0,"satur"
"sindap",24,0,"satur"
"sindang",24,0,"satur"
"sindaebang",24,0,"satur"
"sindorim",24,0,"satur"
"sindorimG",24,0,"satur"
"sinrim",24,0,"satur"
"sinjeongnegeori",24,0,"satur"
"sincheon",24,0,"satur"
"sinchon",24,0,"satur"
"ahyeon",24,0,"satur"
"yangcheonguchong",24,0,"satur"
"yeoksam",24,0,"satur"
"yeongdeungpoguchong",24,0,"satur"
"wangshipri",24,0,"satur"
"yongdap",24,0,"satur"
"yongdu",24,0,"satur"
"eulji4ga",24,0,"satur"
"euljiipgu",24,0,"satur"
"ewhadae",24,0,"satur"
"jamsil",24,0,"satur"
"jonghapwoondongjang",24,0,"satur"
"chungjeongro",24,0,"satur"
"hanyangdae",24,0,"satur"
"hapjeong",24,0,"satur"
"hongdae",24,0,"satur"
"karaksijang",24,0,"satur"
"kyeongbokgoong",24,0,"satur"
"keongchalhospital",24,0,"satur"
"expressterminal",24,0,"satur"
"gupabal",24,0,"satur"
"geumho",24,0,"satur"
"southterminal",24,0,"satur"
"nokbeon",24,0,"satur"
"daecheong",24,4,"satur"
"daechi",24,1,"satur"
"dokok",24,1,"satur"
"dokripmoon",24,0,"satur"
"dongdaeipgu",24,0,"satur"
"maebong",24,4,"satur"
"mooakjae",24,0,"satur"
"boolkwang",24,0,"satur"
"suseo",24,0,"satur"
"sinsa",24,0,"satur"
"ankook",24,0,"satur"
"apgujeong",24,0,"satur"
"yaksu",24,0,"satur"
"yangjae",24,4,"satur"
"yeonsinnae",24,0,"satur"
"ogum",24,0,"satur"
"oksu",24,0,"satur"
"ilwon",24,3,"satur"
"jamwon",24,0,"satur"
"jichook",24,0,"satur"
"choongmuro",24,0,"satur"
"hakyeowool",24,1,"satur"
"hongje",24,0,"satur"
"killeum",24,0,"satur"
"namtaeryeong",24,24,"satur"
"nowon",24,0,"satur"
"dangkokae",24,0,"satur"
"dongjak",24,0,"satur"
"myeongdong",24,0,"satur"
"mia",24,0,"satur"
"mia4keori",24,0,"satur"
"samkakji",24,0,"satur"
"sangkye",24,0,"satur"
"sungsinyeodae",24,0,"satur"
"sooyou",24,0,"satur"
"sookmyeong",24,0,"satur"
"sinyongsan",24,0,"satur"
"ssangmoon",24,0,"satur"
"ichon",24,0,"satur"
"changdong",24,0,"satur"
"chongsindae",24,0,"satur"
"hanseongdae",24,0,"satur"
"hyehwa",24,0,"satur"
"hoihyeon",24,0,"satur"
"kyodae",24,0,"satur"
"dongdaemon",24,20,"satur"
"dongyeoksa",24,0,"satur"
"sadang",24,9,"satur"
"seoulstation",24,11,"satur"
"sichong",24,25,"satur"
"sinsuldong",24,49,"satur"
"eulji3ga",24,0,"satur"
"jongro3ga",24,19,"satur"
"dongmyo",5,20,"sun"
"jegidong",5,30,"sun"
"jongkak",5,25,"sun"
"jongro5",5,21,"sun"
"cheongryangri",5,29,"sun"
"kangnam",5,73,"sun"
"kangbyeon",5,24,"sun"
"keondae",5,34,"sun"
"gurodigital",5,67,"sun"
"gooui",5,27,"sun"
"kkachisan",5,10,"sun"
"nakseongdae",5,62,"sun"
"dangsan",5,55,"sun"
"daerim",5,70,"sun"
"dorimcheon",5,30,"sun"
"ttooksum",5,25,"sun"
"moonrae",5,58,"sun"
"bangbae",5,69,"sun"
"bongcheon",5,57,"sun"
"samseong",5,28,"sun"
"sangwangshipri",5,28,"sun"
"seouldaeipgu",5,49,"sun"
"seocho",5,67,"sun"
"seonreung",5,46,"sun"
"seongnae",5,27,"sun"
"seongsu",5,35,"sun"
"seongsuG",5,3,"sun"
"sindap",5,7,"sun"
"sindang",5,33,"sun"
"sindaebang",5,59,"sun"
"sindorim",5,35,"sun"
"sindorimG",5,8,"sun"
"sinrim",5,61,"sun"
"sinjeongnegeori",5,27,"sun"
"sincheon",5,33,"sun"
"sinchon",5,46,"sun"
"ahyeon",5,38,"sun"
