routenum,ord,stationid,arsid,encode
1711,50,하림각,1141,%ED%95%98%EB%A6%BC%EA%B0%81
1711,51,상명대입구,1142,%EC%83%81%EB%AA%85%EB%8C%80%EC%9E%85%EA%B5%AC
1711,52,세검정초등학교,1144,%EC%84%B8%EA%B2%80%EC%A0%95%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
1711,53,화정박물관,1164,%ED%99%94%EC%A0%95%EB%B0%95%EB%AC%BC%EA%B4%80
1711,54,서울예술고등학교.평창동주민센터,1163,%EC%84%9C%EC%9A%B8%EC%98%88%EC%88%A0%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90.%ED%8F%89%EC%B0%BD%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0
1711,55,예능교회,1162,%EC%98%88%EB%8A%A5%EA%B5%90%ED%9A%8C
1711,56,벽산평창힐스아파트,1161,%EB%B2%BD%EC%82%B0%ED%8F%89%EC%B0%BD%ED%9E%90%EC%8A%A4%EC%95%84%ED%8C%8C%ED%8A%B8
1711,57,롯데아파트,1160,%EB%A1%AF%EB%8D%B0%EC%95%84%ED%8C%8C%ED%8A%B8
1711,58,평창동삼성아파트,1293,%ED%8F%89%EC%B0%BD%EB%8F%99%EC%82%BC%EC%84%B1%EC%95%84%ED%8C%8C%ED%8A%B8
1711,59,국민대앞,8107,%EA%B5%AD%EB%AF%BC%EB%8C%80%EC%95%9E
1711,60,청덕초등학교,8111,%EC%B2%AD%EB%8D%95%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
172,1,한성여객종점,11489,%ED%95%9C%EC%84%B1%EC%97%AC%EA%B0%9D%EC%A2%85%EC%A0%90
172,2,하계역,11426,%ED%95%98%EA%B3%84%EC%97%AD
172,3,하계우성아파트,11454,%ED%95%98%EA%B3%84%EC%9A%B0%EC%84%B1%EC%95%84%ED%8C%8C%ED%8A%B8
172,4,하계극동아파트,11452,%ED%95%98%EA%B3%84%EA%B7%B9%EB%8F%99%EC%95%84%ED%8C%8C%ED%8A%B8
172,5,월계헬스케어센터,11339,%EC%9B%94%EA%B3%84%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4%EC%84%BC%ED%84%B0
172,6,인덕대학,11311,%EC%9D%B8%EB%8D%95%EB%8C%80%ED%95%99
172,7,월계주공108동앞롯데캐슬루나아파트,11310,%EC%9B%94%EA%B3%84%EC%A3%BC%EA%B3%B5108%EB%8F%99%EC%95%9E%EB%A1%AF%EB%8D%B0%EC%BA%90%EC%8A%AC%EB%A3%A8%EB%82%98%EC%95%84%ED%8C%8C%ED%8A%B8
172,8,월계2교.참누리아파트,8185,%EC%9B%94%EA%B3%842%EA%B5%90.%EC%B0%B8%EB%88%84%EB%A6%AC%EC%95%84%ED%8C%8C%ED%8A%B8
172,9,광운초교앞,8218,%EA%B4%91%EC%9A%B4%EC%B4%88%EA%B5%90%EC%95%9E
172,10,국민은행장위1동지점,8220,%EA%B5%AD%EB%AF%BC%EC%9D%80%ED%96%89%EC%9E%A5%EC%9C%841%EB%8F%99%EC%A7%80%EC%A0%90
172,11,장위1동새마을금고,8222,%EC%9E%A5%EC%9C%841%EB%8F%99%EC%83%88%EB%A7%88%EC%9D%84%EA%B8%88%EA%B3%A0
172,12,장곡초교,8293,%EC%9E%A5%EA%B3%A1%EC%B4%88%EA%B5%90
172,13,국민은행장위동지점,8282,%EA%B5%AD%EB%AF%BC%EC%9D%80%ED%96%89%EC%9E%A5%EC%9C%84%EB%8F%99%EC%A7%80%EC%A0%90
172,14,장위1동파출소,8280,%EC%9E%A5%EC%9C%841%EB%8F%99%ED%8C%8C%EC%B6%9C%EC%86%8C
172,15,장위1동주민센터,8278,%EC%9E%A5%EC%9C%841%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0
172,16,장위동고개,8276,%EC%9E%A5%EC%9C%84%EB%8F%99%EA%B3%A0%EA%B0%9C
172,17,창문여고앞,9189,%EC%B0%BD%EB%AC%B8%EC%97%AC%EA%B3%A0%EC%95%9E
172,18,숭곡초등학교입구,9190,%EC%88%AD%EA%B3%A1%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90%EC%9E%85%EA%B5%AC
172,19,월곡뉴타운,8001,%EC%9B%94%EA%B3%A1%EB%89%B4%ED%83%80%EC%9A%B4
172,20,길음뉴타운,8003,%EA%B8%B8%EC%9D%8C%EB%89%B4%ED%83%80%EC%9A%B4
172,21,미아리고개(아리랑아트홀),8005,%EB%AF%B8%EC%95%84%EB%A6%AC%EA%B3%A0%EA%B0%9C%28%EC%95%84%EB%A6%AC%EB%9E%91%EC%95%84%ED%8A%B8%ED%99%80%29
172,22,돈암사거리.성신여대입구,8007,%EB%8F%88%EC%95%94%EC%82%AC%EA%B1%B0%EB%A6%AC.%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%9E%85%EA%B5%AC
172,23,삼선교.한성대학교,8009,%EC%82%BC%EC%84%A0%EA%B5%90.%ED%95%9C%EC%84%B1%EB%8C%80%ED%95%99%EA%B5%90
172,24,혜화동로터리,1005,%ED%98%9C%ED%99%94%EB%8F%99%EB%A1%9C%ED%84%B0%EB%A6%AC
172,25,명륜3가성대입구,1003,%EB%AA%85%EB%A5%9C3%EA%B0%80%EC%84%B1%EB%8C%80%EC%9E%85%EA%B5%AC
172,26,창경궁서울대학교병원,1002,%EC%B0%BD%EA%B2%BD%EA%B6%81%EC%84%9C%EC%9A%B8%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90
172,27,창덕궁,1172,%EC%B0%BD%EB%8D%95%EA%B6%81
172,28,안국역.종로경찰서.인사동,1295,%EC%95%88%EA%B5%AD%EC%97%AD.%EC%A2%85%EB%A1%9C%EA%B2%BD%EC%B0%B0%EC%84%9C.%EC%9D%B8%EC%82%AC%EB%8F%99
172,29,조계사,1202,%EC%A1%B0%EA%B3%84%EC%82%AC
172,30,을지로입구.시청입구,2157,%EC%9D%84%EC%A7%80%EB%A1%9C%EC%9E%85%EA%B5%AC.%EC%8B%9C%EC%B2%AD%EC%9E%85%EA%B5%AC
172,31,서소문,2134,%EC%84%9C%EC%86%8C%EB%AC%B8
172,32,충정로역2호선,13137,%EC%B6%A9%EC%A0%95%EB%A1%9C%EC%97%AD2%ED%98%B8%EC%84%A0
172,33,아현역.북아현동가구거리,13138,%EC%95%84%ED%98%84%EC%97%AD.%EB%B6%81%EC%95%84%ED%98%84%EB%8F%99%EA%B0%80%EA%B5%AC%EA%B1%B0%EB%A6%AC
172,34,웨딩타운,13139,%EC%9B%A8%EB%94%A9%ED%83%80%EC%9A%B4
172,35,이대역,13025,%EC%9D%B4%EB%8C%80%EC%97%AD
172,36,신촌오거리연세대입구,13324,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC%EC%97%B0%EC%84%B8%EB%8C%80%EC%9E%85%EA%B5%AC
172,37,명물거리,13145,%EB%AA%85%EB%AC%BC%EA%B1%B0%EB%A6%AC
172,38,연세대앞,13013,%EC%97%B0%EC%84%B8%EB%8C%80%EC%95%9E
172,39,서대문우체국,13011,%EC%84%9C%EB%8C%80%EB%AC%B8%EC%9A%B0%EC%B2%B4%EA%B5%AD
172,40,연희104고지앞.구성산회관,13009,%EC%97%B0%ED%9D%AC104%EA%B3%A0%EC%A7%80%EC%95%9E.%EA%B5%AC%EC%84%B1%EC%82%B0%ED%9A%8C%EA%B4%80
172,41,성산2교,14199,%EC%84%B1%EC%82%B02%EA%B5%90
172,42,중동초등학교,14156,%EC%A4%91%EB%8F%99%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
172,43,성산2동주민센타,14159,%EC%84%B1%EC%82%B02%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%83%80
172,44,성산소방파출소,14160,%EC%84%B1%EC%82%B0%EC%86%8C%EB%B0%A9%ED%8C%8C%EC%B6%9C%EC%86%8C
172,45,성산아파트,14162,%EC%84%B1%EC%82%B0%EC%95%84%ED%8C%8C%ED%8A%B8
172,46,월드컵경기장북측,14274,%EC%9B%94%EB%93%9C%EC%BB%B5%EA%B2%BD%EA%B8%B0%EC%9E%A5%EB%B6%81%EC%B8%A1
172,47,상암휴먼시아아파트,14164,%EC%83%81%EC%95%94%ED%9C%B4%EB%A8%BC%EC%8B%9C%EC%95%84%EC%95%84%ED%8C%8C%ED%8A%B8
172,48,상암초등학교,14167,%EC%83%81%EC%95%94%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
172,49,월드컵파크2단지,14118,%EC%9B%94%EB%93%9C%EC%BB%B5%ED%8C%8C%ED%81%AC2%EB%8B%A8%EC%A7%80
172,50,월드컵파크3단지난지천공원,14107,%EC%9B%94%EB%93%9C%EC%BB%B5%ED%8C%8C%ED%81%AC3%EB%8B%A8%EC%A7%80%EB%82%9C%EC%A7%80%EC%B2%9C%EA%B3%B5%EC%9B%90
172,51,월드컵파크4단지후문,14295,%EC%9B%94%EB%93%9C%EC%BB%B5%ED%8C%8C%ED%81%AC4%EB%8B%A8%EC%A7%80%ED%9B%84%EB%AC%B8
172,52,상암DMC홍보관,14287,%EC%83%81%EC%95%94DMC%ED%99%8D%EB%B3%B4%EA%B4%80
172,53,상암초등학교,14166,%EC%83%81%EC%95%94%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
172,54,상암휴먼시아아파트,14165,%EC%83%81%EC%95%94%ED%9C%B4%EB%A8%BC%EC%8B%9C%EC%95%84%EC%95%84%ED%8C%8C%ED%8A%B8
172,55,월드컵경기장북측,14273,%EC%9B%94%EB%93%9C%EC%BB%B5%EA%B2%BD%EA%B8%B0%EC%9E%A5%EB%B6%81%EC%B8%A1
172,56,성산아파트,14163,%EC%84%B1%EC%82%B0%EC%95%84%ED%8C%8C%ED%8A%B8
172,57,성산소방파출소,14161,%EC%84%B1%EC%82%B0%EC%86%8C%EB%B0%A9%ED%8C%8C%EC%B6%9C%EC%86%8C
172,58,성산2동주민센타,14158,%EC%84%B1%EC%82%B02%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%83%80
172,59,중동초등학교,14157,%EC%A4%91%EB%8F%99%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
172,60,성산2교,14198,%EC%84%B1%EC%82%B02%EA%B5%90
172,61,연희104고지앞.구성산회관,13008,%EC%97%B0%ED%9D%AC104%EA%B3%A0%EC%A7%80%EC%95%9E.%EA%B5%AC%EC%84%B1%EC%82%B0%ED%9A%8C%EA%B4%80
172,62,서대문우체국,13010,%EC%84%9C%EB%8C%80%EB%AC%B8%EC%9A%B0%EC%B2%B4%EA%B5%AD
172,63,연세대학교앞,13920,%EC%97%B0%EC%84%B8%EB%8C%80%ED%95%99%EA%B5%90%EC%95%9E
172,64,세브란스병원,13116,%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EB%B3%91%EC%9B%90
172,65,신촌기차역,13210,%EC%8B%A0%EC%B4%8C%EA%B8%B0%EC%B0%A8%EC%97%AD
172,66,이대역,13024,%EC%9D%B4%EB%8C%80%EC%97%AD
172,67,웨딩타운,14214,%EC%9B%A8%EB%94%A9%ED%83%80%EC%9A%B4
172,68,굴레방다리.아현역,14215,%EA%B5%B4%EB%A0%88%EB%B0%A9%EB%8B%A4%EB%A6%AC.%EC%95%84%ED%98%84%EC%97%AD
172,69,종근당.충정로역,2107,%EC%A2%85%EA%B7%BC%EB%8B%B9.%EC%B6%A9%EC%A0%95%EB%A1%9C%EC%97%AD
172,70,서소문,2133,%EC%84%9C%EC%86%8C%EB%AC%B8
172,71,우리은행종로지점,2139,%EC%9A%B0%EB%A6%AC%EC%9D%80%ED%96%89%EC%A2%85%EB%A1%9C%EC%A7%80%EC%A0%90
172,72,조계사,1201,%EC%A1%B0%EA%B3%84%EC%82%AC
172,73,안국역.종로경찰서.인사동,1200,%EC%95%88%EA%B5%AD%EC%97%AD.%EC%A2%85%EB%A1%9C%EA%B2%BD%EC%B0%B0%EC%84%9C.%EC%9D%B8%EC%82%AC%EB%8F%99
172,74,창덕궁,1199,%EC%B0%BD%EB%8D%95%EA%B6%81
172,75,창경궁,1224,%EC%B0%BD%EA%B2%BD%EA%B6%81
172,76,명륜동2가.성균관대입구,1227,%EB%AA%85%EB%A5%9C%EB%8F%992%EA%B0%80.%EC%84%B1%EA%B7%A0%EA%B4%80%EB%8C%80%EC%9E%85%EA%B5%AC
172,77,삼선교.한성대학교,8010,%EC%82%BC%EC%84%A0%EA%B5%90.%ED%95%9C%EC%84%B1%EB%8C%80%ED%95%99%EA%B5%90
172,78,돈암사거리.성신여대입구,8008,%EB%8F%88%EC%95%94%EC%82%AC%EA%B1%B0%EB%A6%AC.%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%9E%85%EA%B5%AC
172,79,미아리고개(아리랑아트홀),8006,%EB%AF%B8%EC%95%84%EB%A6%AC%EA%B3%A0%EA%B0%9C%28%EC%95%84%EB%A6%AC%EB%9E%91%EC%95%84%ED%8A%B8%ED%99%80%29
172,80,길음뉴타운,8004,%EA%B8%B8%EC%9D%8C%EB%89%B4%ED%83%80%EC%9A%B4
172,81,월곡뉴타운,8002,%EC%9B%94%EA%B3%A1%EB%89%B4%ED%83%80%EC%9A%B4
172,82,숭곡초교입구,8101,%EC%88%AD%EA%B3%A1%EC%B4%88%EA%B5%90%EC%9E%85%EA%B5%AC
172,83,창문여고,8102,%EC%B0%BD%EB%AC%B8%EC%97%AC%EA%B3%A0
172,84,장위동고개,8275,%EC%9E%A5%EC%9C%84%EB%8F%99%EA%B3%A0%EA%B0%9C
172,85,장위1동주민센터,8277,%EC%9E%A5%EC%9C%841%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0
172,86,장위1동파출소,8279,%EC%9E%A5%EC%9C%841%EB%8F%99%ED%8C%8C%EC%B6%9C%EC%86%8C
172,87,국민은행장위동지점,8281,%EA%B5%AD%EB%AF%BC%EC%9D%80%ED%96%89%EC%9E%A5%EC%9C%84%EB%8F%99%EC%A7%80%EC%A0%90
172,88,장곡초교,8294,%EC%9E%A5%EA%B3%A1%EC%B4%88%EA%B5%90
172,89,장위1동새마을금고,8221,%EC%9E%A5%EC%9C%841%EB%8F%99%EC%83%88%EB%A7%88%EC%9D%84%EA%B8%88%EA%B3%A0
172,90,국민은행장위1동지점,8219,%EA%B5%AD%EB%AF%BC%EC%9D%80%ED%96%89%EC%9E%A5%EC%9C%841%EB%8F%99%EC%A7%80%EC%A0%90
172,91,광운초교,8217,%EA%B4%91%EC%9A%B4%EC%B4%88%EA%B5%90
172,92,월계2교,8186,%EC%9B%94%EA%B3%842%EA%B5%90
172,93,롯데캐슬루나아파트,11337,%EB%A1%AF%EB%8D%B0%EC%BA%90%EC%8A%AC%EB%A3%A8%EB%82%98%EC%95%84%ED%8C%8C%ED%8A%B8
172,94,인덕대앞,11338,%EC%9D%B8%EB%8D%95%EB%8C%80%EC%95%9E
172,95,월계헬스케어센터,11340,%EC%9B%94%EA%B3%84%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4%EC%84%BC%ED%84%B0
172,96,하계시영아파트,11453,%ED%95%98%EA%B3%84%EC%8B%9C%EC%98%81%EC%95%84%ED%8C%8C%ED%8A%B8
172,97,하계장미아파트,11455,%ED%95%98%EA%B3%84%EC%9E%A5%EB%AF%B8%EC%95%84%ED%8C%8C%ED%8A%B8
172,98,하계미성아파트.을지병원,11425,%ED%95%98%EA%B3%84%EB%AF%B8%EC%84%B1%EC%95%84%ED%8C%8C%ED%8A%B8.%EC%9D%84%EC%A7%80%EB%B3%91%EC%9B%90
172,99,한성여객종점,11429,%ED%95%9C%EC%84%B1%EC%97%AC%EA%B0%9D%EC%A2%85%EC%A0%90
201,1,구리차고지,39080,%EA%B5%AC%EB%A6%AC%EC%B0%A8%EA%B3%A0%EC%A7%80
201,2,수택고교.SK신일.우남아파트,39051,%EC%88%98%ED%83%9D%EA%B3%A0%EA%B5%90.SK%EC%8B%A0%EC%9D%BC.%EC%9A%B0%EB%82%A8%EC%95%84%ED%8C%8C%ED%8A%B8
201,3,종로학원,39053,%EC%A2%85%EB%A1%9C%ED%95%99%EC%9B%90
201,4,구리여중고교,39066,%EA%B5%AC%EB%A6%AC%EC%97%AC%EC%A4%91%EA%B3%A0%EA%B5%90
201,5,동명빌라,39083,%EB%8F%99%EB%AA%85%EB%B9%8C%EB%9D%BC
201,6,벌말삼거리.상록아파트,39081,%EB%B2%8C%EB%A7%90%EC%82%BC%EA%B1%B0%EB%A6%AC.%EC%83%81%EB%A1%9D%EC%95%84%ED%8C%8C%ED%8A%B8
201,7,삼성.e편한세상아파트,39086,%EC%82%BC%EC%84%B1.e%ED%8E%B8%ED%95%9C%EC%84%B8%EC%83%81%EC%95%84%ED%8C%8C%ED%8A%B8
201,8,한일아파트,39082,%ED%95%9C%EC%9D%BC%EC%95%84%ED%8C%8C%ED%8A%B8
201,9,한성3차.장자호수공원.구리고교,39056,%ED%95%9C%EC%84%B13%EC%B0%A8.%EC%9E%A5%EC%9E%90%ED%98%B8%EC%88%98%EA%B3%B5%EC%9B%90.%EA%B5%AC%EB%A6%AC%EA%B3%A0%EA%B5%90
201,10,LG원앙.한성아파트,39057,LG%EC%9B%90%EC%95%99.%ED%95%9C%EC%84%B1%EC%95%84%ED%8C%8C%ED%8A%B8
201,11,대림한숲아파트,39063,%EB%8C%80%EB%A6%BC%ED%95%9C%EC%88%B2%EC%95%84%ED%8C%8C%ED%8A%B8
201,12,행정복지센터.새마을금고,39077,%ED%96%89%EC%A0%95%EB%B3%B5%EC%A7%80%EC%84%BC%ED%84%B0.%EC%83%88%EB%A7%88%EC%9D%84%EA%B8%88%EA%B3%A0
201,13,럭키아파트,39059,%EB%9F%AD%ED%82%A4%EC%95%84%ED%8C%8C%ED%8A%B8
201,14,밀알교회.구리사회복지관,39074,%EB%B0%80%EC%95%8C%EA%B5%90%ED%9A%8C.%EA%B5%AC%EB%A6%AC%EC%82%AC%ED%9A%8C%EB%B3%B5%EC%A7%80%EA%B4%80
201,15,수평사거리.우림아파트,39058,%EC%88%98%ED%8F%89%EC%82%AC%EA%B1%B0%EB%A6%AC.%EC%9A%B0%EB%A6%BC%EC%95%84%ED%8C%8C%ED%8A%B8
201,16,구리여중고,39064,%EA%B5%AC%EB%A6%AC%EC%97%AC%EC%A4%91%EA%B3%A0
201,17,검배사거리,39046,%EA%B2%80%EB%B0%B0%EC%82%AC%EA%B1%B0%EB%A6%AC
201,18,수택1동주민센터,39071,%EC%88%98%ED%83%9D1%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0
201,19,수택동농협(구축협),39040,%EC%88%98%ED%83%9D%EB%8F%99%EB%86%8D%ED%98%91%28%EA%B5%AC%EC%B6%95%ED%98%91%29
201,20,남양시장.교문정형외과,39048,%EB%82%A8%EC%96%91%EC%8B%9C%EC%9E%A5.%EA%B5%90%EB%AC%B8%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC
201,21,새마을금고.구리시장입구,39049,%EC%83%88%EB%A7%88%EC%9D%84%EA%B8%88%EA%B3%A0.%EA%B5%AC%EB%A6%AC%EC%8B%9C%EC%9E%A5%EC%9E%85%EA%B5%AC
201,22,돌다리(중),39038,%EB%8F%8C%EB%8B%A4%EB%A6%AC%28%EC%A4%91%29
201,23,한양대구리병원.중앙예식장(중),39010,%ED%95%9C%EC%96%91%EB%8C%80%EA%B5%AC%EB%A6%AC%EB%B3%91%EC%9B%90.%EC%A4%91%EC%95%99%EC%98%88%EC%8B%9D%EC%9E%A5%28%EC%A4%91%29
201,24,교문사거리(중),39028,%EA%B5%90%EB%AC%B8%EC%82%AC%EA%B1%B0%EB%A6%AC%28%EC%A4%91%29
201,25,딸기원(중),39021,%EB%94%B8%EA%B8%B0%EC%9B%90%28%EC%A4%91%29
201,26,동부제일병원,7013,%EB%8F%99%EB%B6%80%EC%A0%9C%EC%9D%BC%EB%B3%91%EC%9B%90
201,27,금란교회,7011,%EA%B8%88%EB%9E%80%EA%B5%90%ED%9A%8C
201,28,우림시장.망우사거리,7009,%EC%9A%B0%EB%A6%BC%EC%8B%9C%EC%9E%A5.%EB%A7%9D%EC%9A%B0%EC%82%AC%EA%B1%B0%EB%A6%AC
201,29,망우역.망우지구대,7007,%EB%A7%9D%EC%9A%B0%EC%97%AD.%EB%A7%9D%EC%9A%B0%EC%A7%80%EA%B5%AC%EB%8C%80
201,30,망우역.상봉터미널,7001,%EB%A7%9D%EC%9A%B0%EC%97%AD.%EC%83%81%EB%B4%89%ED%84%B0%EB%AF%B8%EB%84%90
201,31,상봉역.중랑우체국,7003,%EC%83%81%EB%B4%89%EC%97%AD.%EC%A4%91%EB%9E%91%EC%9A%B0%EC%B2%B4%EA%B5%AD
201,32,중랑역.동부시장,7005,%EC%A4%91%EB%9E%91%EC%97%AD.%EB%8F%99%EB%B6%80%EC%8B%9C%EC%9E%A5
201,33,중랑교,6009,%EC%A4%91%EB%9E%91%EA%B5%90
201,34,삼육서울병원,6011,%EC%82%BC%EC%9C%A1%EC%84%9C%EC%9A%B8%EB%B3%91%EC%9B%90
201,35,시조사삼거리,6013,%EC%8B%9C%EC%A1%B0%EC%82%AC%EC%82%BC%EA%B1%B0%EB%A6%AC
201,36,우산빌딩앞,6321,%EC%9A%B0%EC%82%B0%EB%B9%8C%EB%94%A9%EC%95%9E
201,37,경희대입구,6271,%EA%B2%BD%ED%9D%AC%EB%8C%80%EC%9E%85%EA%B5%AC
201,38,농촌경제연구원,6273,%EB%86%8D%EC%B4%8C%EA%B2%BD%EC%A0%9C%EC%97%B0%EA%B5%AC%EC%9B%90
201,39,한국과학기술원.홍릉초등학교,6274,%ED%95%9C%EA%B5%AD%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0%EC%9B%90.%ED%99%8D%EB%A6%89%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
201,40,세종대왕기념관,6278,%EC%84%B8%EC%A2%85%EB%8C%80%EC%99%95%EA%B8%B0%EB%85%90%EA%B4%80
201,41,홍릉사거리,6280,%ED%99%8D%EB%A6%89%EC%82%AC%EA%B1%B0%EB%A6%AC
201,42,동대문경찰서,6282,%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B2%BD%EC%B0%B0%EC%84%9C
201,43,현대코아,6285,%ED%98%84%EB%8C%80%EC%BD%94%EC%95%84
201,44,청량리.청과물도매시장,6022,%EC%B2%AD%EB%9F%89%EB%A6%AC.%EC%B2%AD%EA%B3%BC%EB%AC%BC%EB%8F%84%EB%A7%A4%EC%8B%9C%EC%9E%A5
201,45,제기동역.서울약령시,6024,%EC%A0%9C%EA%B8%B0%EB%8F%99%EC%97%AD.%EC%84%9C%EC%9A%B8%EC%95%BD%EB%A0%B9%EC%8B%9C
201,46,용두동사거리.한국의류시험연구원,6026,%EC%9A%A9%EB%91%90%EB%8F%99%EC%82%AC%EA%B1%B0%EB%A6%AC.%ED%95%9C%EA%B5%AD%EC%9D%98%EB%A5%98%EC%8B%9C%ED%97%98%EC%97%B0%EA%B5%AC%EC%9B%90
201,47,신설동역,6028,%EC%8B%A0%EC%84%A4%EB%8F%99%EC%97%AD
201,48,동묘앞,1044,%EB%8F%99%EB%AC%98%EC%95%9E
201,49,동대문(흥인지문),1037,%EB%8F%99%EB%8C%80%EB%AC%B8%28%ED%9D%A5%EC%9D%B8%EC%A7%80%EB%AC%B8%29
201,50,종로6가,1208,%EC%A2%85%EB%A1%9C6%EA%B0%80
201,51,종로5가,1197,%EC%A2%85%EB%A1%9C5%EA%B0%80
201,52,종로4가.종묘,1195,%EC%A2%85%EB%A1%9C4%EA%B0%80.%EC%A2%85%EB%AC%98
201,53,종로3가,1194,%EC%A2%85%EB%A1%9C3%EA%B0%80
201,54,종로2가,1193,%EC%A2%85%EB%A1%9C2%EA%B0%80
201,55,을지로입구역.광교,2246,%EC%9D%84%EC%A7%80%EB%A1%9C%EC%9E%85%EA%B5%AC%EC%97%AD.%EA%B4%91%EA%B5%90
201,56,해운센터.롯데영프라자,2141,%ED%95%B4%EC%9A%B4%EC%84%BC%ED%84%B0.%EB%A1%AF%EB%8D%B0%EC%98%81%ED%94%84%EB%9D%BC%EC%9E%90
201,57,북창동.남대문시장,2127,%EB%B6%81%EC%B0%BD%EB%8F%99.%EB%82%A8%EB%8C%80%EB%AC%B8%EC%8B%9C%EC%9E%A5
201,58,서울역버스환승센터,2006,%EC%84%9C%EC%9A%B8%EC%97%AD%EB%B2%84%EC%8A%A4%ED%99%98%EC%8A%B9%EC%84%BC%ED%84%B0
201,59,숭례문,2122,%EC%88%AD%EB%A1%80%EB%AC%B8
201,60,남대문시장.신한은행,2219,%EB%82%A8%EB%8C%80%EB%AC%B8%EC%8B%9C%EC%9E%A5.%EC%8B%A0%ED%95%9C%EC%9D%80%ED%96%89
201,61,롯데영프라자,2142,%EB%A1%AF%EB%8D%B0%EC%98%81%ED%94%84%EB%9D%BC%EC%9E%90
201,62,우리은행종로지점,2139,%EC%9A%B0%EB%A6%AC%EC%9D%80%ED%96%89%EC%A2%85%EB%A1%9C%EC%A7%80%EC%A0%90
201,63,종로2가,1187,%EC%A2%85%EB%A1%9C2%EA%B0%80
201,64,종로3가역15번출구,1182,%EC%A2%85%EB%A1%9C3%EA%B0%80%EC%97%AD15%EB%B2%88%EC%B6%9C%EA%B5%AC
201,65,종로4가.종묘,1180,%EC%A2%85%EB%A1%9C4%EA%B0%80.%EC%A2%85%EB%AC%98
201,66,종로5가.광장시장,1178,%EC%A2%85%EB%A1%9C5%EA%B0%80.%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5
201,67,종로6가,1210,%EC%A2%85%EB%A1%9C6%EA%B0%80
201,68,동대문,1233,%EB%8F%99%EB%8C%80%EB%AC%B8
201,69,동묘앞,1041,%EB%8F%99%EB%AC%98%EC%95%9E
201,70,신설동역,6027,%EC%8B%A0%EC%84%A4%EB%8F%99%EC%97%AD
201,71,용두동사거리.한국항공전문학교,6025,%EC%9A%A9%EB%91%90%EB%8F%99%EC%82%AC%EA%B1%B0%EB%A6%AC.%ED%95%9C%EA%B5%AD%ED%95%AD%EA%B3%B5%EC%A0%84%EB%AC%B8%ED%95%99%EA%B5%90
201,72,제기동역.서울약령시,6023,%EC%A0%9C%EA%B8%B0%EB%8F%99%EC%97%AD.%EC%84%9C%EC%9A%B8%EC%95%BD%EB%A0%B9%EC%8B%9C
201,73,청량리.청과물도매시장,6426,%EC%B2%AD%EB%9F%89%EB%A6%AC.%EC%B2%AD%EA%B3%BC%EB%AC%BC%EB%8F%84%EB%A7%A4%EC%8B%9C%EC%9E%A5
201,74,현대코아,6284,%ED%98%84%EB%8C%80%EC%BD%94%EC%95%84
201,75,동대문경찰서,6283,%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B2%BD%EC%B0%B0%EC%84%9C
201,76,홍릉사거리,6281,%ED%99%8D%EB%A6%89%EC%82%AC%EA%B1%B0%EB%A6%AC
201,77,세종대왕기념관,6279,%EC%84%B8%EC%A2%85%EB%8C%80%EC%99%95%EA%B8%B0%EB%85%90%EA%B4%80
201,78,한국과학기술원.홍릉초등학교,6275,%ED%95%9C%EA%B5%AD%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0%EC%9B%90.%ED%99%8D%EB%A6%89%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
201,79,농촌경제연구원,6272,%EB%86%8D%EC%B4%8C%EA%B2%BD%EC%A0%9C%EC%97%B0%EA%B5%AC%EC%9B%90
201,80,경희대입구,6270,%EA%B2%BD%ED%9D%AC%EB%8C%80%EC%9E%85%EA%B5%AC
