routenum,ord,stationid,arsid,encode
601,70,김포공항국내선,16390,%EA%B9%80%ED%8F%AC%EA%B3%B5%ED%95%AD%EA%B5%AD%EB%82%B4%EC%84%A0
601,71,방화동도시개발11단지,16166,%EB%B0%A9%ED%99%94%EB%8F%99%EB%8F%84%EC%8B%9C%EA%B0%9C%EB%B0%9C11%EB%8B%A8%EC%A7%80
601,72,개화파출소,16167,%EA%B0%9C%ED%99%94%ED%8C%8C%EC%B6%9C%EC%86%8C
601,73,개화역광역환승센터,16434,%EA%B0%9C%ED%99%94%EC%97%AD%EA%B4%91%EC%97%AD%ED%99%98%EC%8A%B9%EC%84%BC%ED%84%B0
602,1,양천공영차고지,15718,%EC%96%91%EC%B2%9C%EA%B3%B5%EC%98%81%EC%B0%A8%EA%B3%A0%EC%A7%80
602,2,푸른마을3단지앞,15363,%ED%91%B8%EB%A5%B8%EB%A7%88%EC%9D%843%EB%8B%A8%EC%A7%80%EC%95%9E
602,3,푸른마을1단지앞,15399,%ED%91%B8%EB%A5%B8%EB%A7%88%EC%9D%841%EB%8B%A8%EC%A7%80%EC%95%9E
602,4,신정동푸른마을아파트,15323,%EC%8B%A0%EC%A0%95%EB%8F%99%ED%91%B8%EB%A5%B8%EB%A7%88%EC%9D%84%EC%95%84%ED%8C%8C%ED%8A%B8
602,5,신월시영아파트입구,15325,%EC%8B%A0%EC%9B%94%EC%8B%9C%EC%98%81%EC%95%84%ED%8C%8C%ED%8A%B8%EC%9E%85%EA%B5%AC
602,6,신월지하차도입구,15329,%EC%8B%A0%EC%9B%94%EC%A7%80%ED%95%98%EC%B0%A8%EB%8F%84%EC%9E%85%EA%B5%AC
602,7,신월시영아파트중문,15354,%EC%8B%A0%EC%9B%94%EC%8B%9C%EC%98%81%EC%95%84%ED%8C%8C%ED%8A%B8%EC%A4%91%EB%AC%B8
602,8,신월문화체육센타,15366,%EC%8B%A0%EC%9B%94%EB%AC%B8%ED%99%94%EC%B2%B4%EC%9C%A1%EC%84%BC%ED%83%80
602,9,한빛종합사회복지관,15222,%ED%95%9C%EB%B9%9B%EC%A2%85%ED%95%A9%EC%82%AC%ED%9A%8C%EB%B3%B5%EC%A7%80%EA%B4%80
602,10,강서초등학교,15221,%EA%B0%95%EC%84%9C%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
602,11,신월2동주민센터입구,15220,%EC%8B%A0%EC%9B%942%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0%EC%9E%85%EA%B5%AC
602,12,양강중학교,15219,%EC%96%91%EA%B0%95%EC%A4%91%ED%95%99%EA%B5%90
602,13,신정역.은행정역,15274,%EC%8B%A0%EC%A0%95%EC%97%AD.%EC%9D%80%ED%96%89%EC%A0%95%EC%97%AD
602,14,신서고등학교.영상고등학교입구,15273,%EC%8B%A0%EC%84%9C%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90.%EC%98%81%EC%83%81%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90%EC%9E%85%EA%B5%AC
602,15,목동역.목동오거리,15272,%EB%AA%A9%EB%8F%99%EC%97%AD.%EB%AA%A9%EB%8F%99%EC%98%A4%EA%B1%B0%EB%A6%AC
602,16,목동역.홍익병원,15160,%EB%AA%A9%EB%8F%99%EC%97%AD.%ED%99%8D%EC%9D%B5%EB%B3%91%EC%9B%90
602,17,홍익병원목동관,15101,%ED%99%8D%EC%9D%B5%EB%B3%91%EC%9B%90%EB%AA%A9%EB%8F%99%EA%B4%80
602,18,목동사거리,15111,%EB%AA%A9%EB%8F%99%EC%82%AC%EA%B1%B0%EB%A6%AC
602,19,영도중.강서고입구,15112,%EC%98%81%EB%8F%84%EC%A4%91.%EA%B0%95%EC%84%9C%EA%B3%A0%EC%9E%85%EA%B5%AC
602,20,목동시장.대일고교.배광교회,15113,%EB%AA%A9%EB%8F%99%EC%8B%9C%EC%9E%A5.%EB%8C%80%EC%9D%BC%EA%B3%A0%EA%B5%90.%EB%B0%B0%EA%B4%91%EA%B5%90%ED%9A%8C
602,21,목동성원아파트,15126,%EB%AA%A9%EB%8F%99%EC%84%B1%EC%9B%90%EC%95%84%ED%8C%8C%ED%8A%B8
602,22,목3동주민센터.현대아이파크.실로암안과,15127,%EB%AA%A93%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0.%ED%98%84%EB%8C%80%EC%95%84%EC%9D%B4%ED%8C%8C%ED%81%AC.%EC%8B%A4%EB%A1%9C%EC%95%94%EC%95%88%EA%B3%BC
602,23,목3동시장.강서도서관,15128,%EB%AA%A93%EB%8F%99%EC%8B%9C%EC%9E%A5.%EA%B0%95%EC%84%9C%EB%8F%84%EC%84%9C%EA%B4%80
602,24,등촌역.강서보건소,16004,%EB%93%B1%EC%B4%8C%EC%97%AD.%EA%B0%95%EC%84%9C%EB%B3%B4%EA%B1%B4%EC%86%8C
602,25,염창역.서울도시가스,16002,%EC%97%BC%EC%B0%BD%EC%97%AD.%EC%84%9C%EC%9A%B8%EB%8F%84%EC%8B%9C%EA%B0%80%EC%8A%A4
602,26,안양천입구,19217,%EC%95%88%EC%96%91%EC%B2%9C%EC%9E%85%EA%B5%AC
602,27,양평동한솔아파트,19218,%EC%96%91%ED%8F%89%EB%8F%99%ED%95%9C%EC%86%94%EC%95%84%ED%8C%8C%ED%8A%B8
602,28,양평한신아파트.선유도공원입구,19214,%EC%96%91%ED%8F%89%ED%95%9C%EC%8B%A0%EC%95%84%ED%8C%8C%ED%8A%B8.%EC%84%A0%EC%9C%A0%EB%8F%84%EA%B3%B5%EC%9B%90%EC%9E%85%EA%B5%AC
602,29,양화대교전망카페,19846,%EC%96%91%ED%99%94%EB%8C%80%EA%B5%90%EC%A0%84%EB%A7%9D%EC%B9%B4%ED%8E%98
602,30,합정역,14011,%ED%95%A9%EC%A0%95%EC%97%AD
602,31,서교동예식장타운,14013,%EC%84%9C%EA%B5%90%EB%8F%99%EC%98%88%EC%8B%9D%EC%9E%A5%ED%83%80%EC%9A%B4
602,32,홍대입구역,14015,%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
602,33,동교동삼거리,13018,%EB%8F%99%EA%B5%90%EB%8F%99%EC%82%BC%EA%B1%B0%EB%A6%AC
602,34,신촌오거리.현대백화점,13020,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC.%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90
602,35,신촌오거리.2호선신촌역,13022,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC.2%ED%98%B8%EC%84%A0%EC%8B%A0%EC%B4%8C%EC%97%AD
602,36,이대역,13024,%EC%9D%B4%EB%8C%80%EC%97%AD
602,37,웨딩타운,14214,%EC%9B%A8%EB%94%A9%ED%83%80%EC%9A%B4
602,38,굴레방다리.아현역,14215,%EA%B5%B4%EB%A0%88%EB%B0%A9%EB%8B%A4%EB%A6%AC.%EC%95%84%ED%98%84%EC%97%AD
602,39,충정로역5호선,13238,%EC%B6%A9%EC%A0%95%EB%A1%9C%EC%97%AD5%ED%98%B8%EC%84%A0
602,40,서울역사박물관(경교장),1122,%EC%84%9C%EC%9A%B8%EC%97%AD%EC%82%AC%EB%B0%95%EB%AC%BC%EA%B4%80%28%EA%B2%BD%EA%B5%90%EC%9E%A5%29
602,41,광화문,1120,%EA%B4%91%ED%99%94%EB%AC%B8
602,42,서소문,2134,%EC%84%9C%EC%86%8C%EB%AC%B8
602,43,충정로역2호선,13137,%EC%B6%A9%EC%A0%95%EB%A1%9C%EC%97%AD2%ED%98%B8%EC%84%A0
602,44,아현역.북아현동가구거리,13138,%EC%95%84%ED%98%84%EC%97%AD.%EB%B6%81%EC%95%84%ED%98%84%EB%8F%99%EA%B0%80%EA%B5%AC%EA%B1%B0%EB%A6%AC
602,45,웨딩타운,13139,%EC%9B%A8%EB%94%A9%ED%83%80%EC%9A%B4
602,46,이대역,13025,%EC%9D%B4%EB%8C%80%EC%97%AD
602,47,신촌오거리.2호선신촌역,13023,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC.2%ED%98%B8%EC%84%A0%EC%8B%A0%EC%B4%8C%EC%97%AD
602,48,신촌오거리.현대백화점,13021,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC.%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90
602,49,동교동삼거리,13019,%EB%8F%99%EA%B5%90%EB%8F%99%EC%82%BC%EA%B1%B0%EB%A6%AC
602,50,홍대입구역,14016,%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
602,51,서교동예식장타운,14014,%EC%84%9C%EA%B5%90%EB%8F%99%EC%98%88%EC%8B%9D%EC%9E%A5%ED%83%80%EC%9A%B4
602,52,합정역.남경호텔,14012,%ED%95%A9%EC%A0%95%EC%97%AD.%EB%82%A8%EA%B2%BD%ED%98%B8%ED%85%94
602,53,양화대교전망카페,19848,%EC%96%91%ED%99%94%EB%8C%80%EA%B5%90%EC%A0%84%EB%A7%9D%EC%B9%B4%ED%8E%98
602,54,양평한신아파트.선유도공원입구,19216,%EC%96%91%ED%8F%89%ED%95%9C%EC%8B%A0%EC%95%84%ED%8C%8C%ED%8A%B8.%EC%84%A0%EC%9C%A0%EB%8F%84%EA%B3%B5%EC%9B%90%EC%9E%85%EA%B5%AC
602,55,영등포아리수정수센터,19215,%EC%98%81%EB%93%B1%ED%8F%AC%EC%95%84%EB%A6%AC%EC%88%98%EC%A0%95%EC%88%98%EC%84%BC%ED%84%B0
602,56,염창역.서울도시가스,16001,%EC%97%BC%EC%B0%BD%EC%97%AD.%EC%84%9C%EC%9A%B8%EB%8F%84%EC%8B%9C%EA%B0%80%EC%8A%A4
602,57,등촌역.강서보건소,16003,%EB%93%B1%EC%B4%8C%EC%97%AD.%EA%B0%95%EC%84%9C%EB%B3%B4%EA%B1%B4%EC%86%8C
602,58,영일고등학교.강서도서관,16173,%EC%98%81%EC%9D%BC%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90.%EA%B0%95%EC%84%9C%EB%8F%84%EC%84%9C%EA%B4%80
602,59,아이파크아파트.백석중학교.실로암안과,16174,%EC%95%84%EC%9D%B4%ED%8C%8C%ED%81%AC%EC%95%84%ED%8C%8C%ED%8A%B8.%EB%B0%B1%EC%84%9D%EC%A4%91%ED%95%99%EA%B5%90.%EC%8B%A4%EB%A1%9C%EC%95%94%EC%95%88%EA%B3%BC
602,60,등촌2동주민센터.등촌동대림아파트,16175,%EB%93%B1%EC%B4%8C2%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0.%EB%93%B1%EC%B4%8C%EB%8F%99%EB%8C%80%EB%A6%BC%EC%95%84%ED%8C%8C%ED%8A%B8
602,61,대일고교.임광아파트.배광교회,16176,%EB%8C%80%EC%9D%BC%EA%B3%A0%EA%B5%90.%EC%9E%84%EA%B4%91%EC%95%84%ED%8C%8C%ED%8A%B8.%EB%B0%B0%EA%B4%91%EA%B5%90%ED%9A%8C
602,62,용문사.시립화곡청소년수련관,16177,%EC%9A%A9%EB%AC%B8%EC%82%AC.%EC%8B%9C%EB%A6%BD%ED%99%94%EA%B3%A1%EC%B2%AD%EC%86%8C%EB%85%84%EC%88%98%EB%A0%A8%EA%B4%80
602,63,목동사거리,16179,%EB%AA%A9%EB%8F%99%EC%82%AC%EA%B1%B0%EB%A6%AC
602,64,목동역.홍익병원,15284,%EB%AA%A9%EB%8F%99%EC%97%AD.%ED%99%8D%EC%9D%B5%EB%B3%91%EC%9B%90
602,65,목동역.목동오거리,15285,%EB%AA%A9%EB%8F%99%EC%97%AD.%EB%AA%A9%EB%8F%99%EC%98%A4%EA%B1%B0%EB%A6%AC
602,66,신서고교.영상고교입구,15286,%EC%8B%A0%EC%84%9C%EA%B3%A0%EA%B5%90.%EC%98%81%EC%83%81%EA%B3%A0%EA%B5%90%EC%9E%85%EA%B5%AC
602,67,신정역.은행정역,15287,%EC%8B%A0%EC%A0%95%EC%97%AD.%EC%9D%80%ED%96%89%EC%A0%95%EC%97%AD
602,68,양강중학교,15311,%EC%96%91%EA%B0%95%EC%A4%91%ED%95%99%EA%B5%90
602,69,신월2동주민센터입구.경창전통시장,15312,%EC%8B%A0%EC%9B%942%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0%EC%9E%85%EA%B5%AC.%EA%B2%BD%EC%B0%BD%EC%A0%84%ED%86%B5%EC%8B%9C%EC%9E%A5
602,70,강서초등학교,15313,%EA%B0%95%EC%84%9C%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
602,71,한빛종합사회복지관,15314,%ED%95%9C%EB%B9%9B%EC%A2%85%ED%95%A9%EC%82%AC%ED%9A%8C%EB%B3%B5%EC%A7%80%EA%B4%80
602,72,신월문화체육센타,15295,%EC%8B%A0%EC%9B%94%EB%AC%B8%ED%99%94%EC%B2%B4%EC%9C%A1%EC%84%BC%ED%83%80
602,73,신월시영아파트중문,15355,%EC%8B%A0%EC%9B%94%EC%8B%9C%EC%98%81%EC%95%84%ED%8C%8C%ED%8A%B8%EC%A4%91%EB%AC%B8
602,74,신월지하차도입구,15330,%EC%8B%A0%EC%9B%94%EC%A7%80%ED%95%98%EC%B0%A8%EB%8F%84%EC%9E%85%EA%B5%AC
602,75,신월시영아파트정문,15326,%EC%8B%A0%EC%9B%94%EC%8B%9C%EC%98%81%EC%95%84%ED%8C%8C%ED%8A%B8%EC%A0%95%EB%AC%B8
602,76,신정동푸른마을아파트,15324,%EC%8B%A0%EC%A0%95%EB%8F%99%ED%91%B8%EB%A5%B8%EB%A7%88%EC%9D%84%EC%95%84%ED%8C%8C%ED%8A%B8
602,77,푸른마을1단지앞,15405,%ED%91%B8%EB%A5%B8%EB%A7%88%EC%9D%841%EB%8B%A8%EC%A7%80%EC%95%9E
602,78,푸른마을3단지앞,15364,%ED%91%B8%EB%A5%B8%EB%A7%88%EC%9D%843%EB%8B%A8%EC%A7%80%EC%95%9E
602,79,양천공영차고지,15373,%EC%96%91%EC%B2%9C%EA%B3%B5%EC%98%81%EC%B0%A8%EA%B3%A0%EC%A7%80
603,1,중부운수앞(가상),15716,%EC%A4%91%EB%B6%80%EC%9A%B4%EC%88%98%EC%95%9E%28%EA%B0%80%EC%83%81%29
603,2,신월동우성상가,15293,%EC%8B%A0%EC%9B%94%EB%8F%99%EC%9A%B0%EC%84%B1%EC%83%81%EA%B0%80
603,3,신월문화체육센타,15292,%EC%8B%A0%EC%9B%94%EB%AC%B8%ED%99%94%EC%B2%B4%EC%9C%A1%EC%84%BC%ED%83%80
603,4,신월시영아파트중문,15355,%EC%8B%A0%EC%9B%94%EC%8B%9C%EC%98%81%EC%95%84%ED%8C%8C%ED%8A%B8%EC%A4%91%EB%AC%B8
603,5,신월지하차도입구,15330,%EC%8B%A0%EC%9B%94%EC%A7%80%ED%95%98%EC%B0%A8%EB%8F%84%EC%9E%85%EA%B5%AC
603,6,신한은행신월동지점,15218,%EC%8B%A0%ED%95%9C%EC%9D%80%ED%96%89%EC%8B%A0%EC%9B%94%EB%8F%99%EC%A7%80%EC%A0%90
603,7,신곡시장,15216,%EC%8B%A0%EA%B3%A1%EC%8B%9C%EC%9E%A5
603,8,동방아파트,15214,%EB%8F%99%EB%B0%A9%EC%95%84%ED%8C%8C%ED%8A%B8
603,9,신정네거리역,15212,%EC%8B%A0%EC%A0%95%EB%84%A4%EA%B1%B0%EB%A6%AC%EC%97%AD
603,10,신정네거리역,15250,%EC%8B%A0%EC%A0%95%EB%84%A4%EA%B1%B0%EB%A6%AC%EC%97%AD
603,11,경서농협,15119,%EA%B2%BD%EC%84%9C%EB%86%8D%ED%98%91
603,12,우리은행신정동지점,15247,%EC%9A%B0%EB%A6%AC%EC%9D%80%ED%96%89%EC%8B%A0%EC%A0%95%EB%8F%99%EC%A7%80%EC%A0%90
603,13,신정1동우체국,15242,%EC%8B%A0%EC%A0%951%EB%8F%99%EC%9A%B0%EC%B2%B4%EA%B5%AD
603,14,서울남부지방법원.서울남부지방검찰청,15268,%EC%84%9C%EC%9A%B8%EB%82%A8%EB%B6%80%EC%A7%80%EB%B0%A9%EB%B2%95%EC%9B%90.%EC%84%9C%EC%9A%B8%EB%82%A8%EB%B6%80%EC%A7%80%EB%B0%A9%EA%B2%80%EC%B0%B0%EC%B2%AD
603,15,진명여고,15258,%EC%A7%84%EB%AA%85%EC%97%AC%EA%B3%A0
603,16,목동역,15254,%EB%AA%A9%EB%8F%99%EC%97%AD
603,17,목동역.목동7단지,15265,%EB%AA%A9%EB%8F%99%EC%97%AD.%EB%AA%A9%EB%8F%997%EB%8B%A8%EC%A7%80
603,18,목운초등학교.목운중학교,15164,%EB%AA%A9%EC%9A%B4%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90.%EB%AA%A9%EC%9A%B4%EC%A4%91%ED%95%99%EA%B5%90
603,19,목동운동장,15165,%EB%AA%A9%EB%8F%99%EC%9A%B4%EB%8F%99%EC%9E%A5
603,20,목동5단지C상가,15151,%EB%AA%A9%EB%8F%995%EB%8B%A8%EC%A7%80C%EC%83%81%EA%B0%80
603,21,목5동주민센터,15152,%EB%AA%A95%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0
603,22,목동5단지B상가,15153,%EB%AA%A9%EB%8F%995%EB%8B%A8%EC%A7%80B%EC%83%81%EA%B0%80
603,23,목동이대병원.목동6단지앞,15154,%EB%AA%A9%EB%8F%99%EC%9D%B4%EB%8C%80%EB%B3%91%EC%9B%90.%EB%AA%A9%EB%8F%996%EB%8B%A8%EC%A7%80%EC%95%9E
603,24,한신아파트.선유도역,19211,%ED%95%9C%EC%8B%A0%EC%95%84%ED%8C%8C%ED%8A%B8.%EC%84%A0%EC%9C%A0%EB%8F%84%EC%97%AD
603,25,선유도역.롯데제과,19212,%EC%84%A0%EC%9C%A0%EB%8F%84%EC%97%AD.%EB%A1%AF%EB%8D%B0%EC%A0%9C%EA%B3%BC
603,26,당산역,19172,%EB%8B%B9%EC%82%B0%EC%97%AD
603,27,선유도공원,19278,%EC%84%A0%EC%9C%A0%EB%8F%84%EA%B3%B5%EC%9B%90
603,28,합정역,14011,%ED%95%A9%EC%A0%95%EC%97%AD
603,29,서교동예식장타운,14013,%EC%84%9C%EA%B5%90%EB%8F%99%EC%98%88%EC%8B%9D%EC%9E%A5%ED%83%80%EC%9A%B4
603,30,홍대입구역,14015,%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
603,31,동교동삼거리,13018,%EB%8F%99%EA%B5%90%EB%8F%99%EC%82%BC%EA%B1%B0%EB%A6%AC
603,32,신촌오거리.현대백화점,13020,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC.%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90
603,33,신촌오거리.2호선신촌역,13022,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC.2%ED%98%B8%EC%84%A0%EC%8B%A0%EC%B4%8C%EC%97%AD
603,34,이대역,13024,%EC%9D%B4%EB%8C%80%EC%97%AD
603,35,웨딩타운,14214,%EC%9B%A8%EB%94%A9%ED%83%80%EC%9A%B4
603,36,굴레방다리.아현역,14215,%EA%B5%B4%EB%A0%88%EB%B0%A9%EB%8B%A4%EB%A6%AC.%EC%95%84%ED%98%84%EC%97%AD
603,37,종근당.충정로역,2107,%EC%A2%85%EA%B7%BC%EB%8B%B9.%EC%B6%A9%EC%A0%95%EB%A1%9C%EC%97%AD
603,38,서소문,2133,%EC%84%9C%EC%86%8C%EB%AC%B8
603,39,시청앞.신한은행본점,2131,%EC%8B%9C%EC%B2%AD%EC%95%9E.%EC%8B%A0%ED%95%9C%EC%9D%80%ED%96%89%EB%B3%B8%EC%A0%90
603,40,서울역.YTN,2008,%EC%84%9C%EC%9A%B8%EC%97%AD.YTN
603,41,서울역버스환승센터,2006,%EC%84%9C%EC%9A%B8%EC%97%AD%EB%B2%84%EC%8A%A4%ED%99%98%EC%8A%B9%EC%84%BC%ED%84%B0
603,42,한국경제신문사,2109,%ED%95%9C%EA%B5%AD%EA%B2%BD%EC%A0%9C%EC%8B%A0%EB%AC%B8%EC%82%AC
603,43,충정로역2호선,13137,%EC%B6%A9%EC%A0%95%EB%A1%9C%EC%97%AD2%ED%98%B8%EC%84%A0
603,44,아현역.북아현동가구거리,13138,%EC%95%84%ED%98%84%EC%97%AD.%EB%B6%81%EC%95%84%ED%98%84%EB%8F%99%EA%B0%80%EA%B5%AC%EA%B1%B0%EB%A6%AC
603,45,웨딩타운,13139,%EC%9B%A8%EB%94%A9%ED%83%80%EC%9A%B4
603,46,이대역,13025,%EC%9D%B4%EB%8C%80%EC%97%AD
603,47,신촌오거리.2호선신촌역,13023,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC.2%ED%98%B8%EC%84%A0%EC%8B%A0%EC%B4%8C%EC%97%AD
603,48,신촌오거리.현대백화점,13021,%EC%8B%A0%EC%B4%8C%EC%98%A4%EA%B1%B0%EB%A6%AC.%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90
603,49,동교동삼거리,13019,%EB%8F%99%EA%B5%90%EB%8F%99%EC%82%BC%EA%B1%B0%EB%A6%AC
603,50,홍대입구역,14016,%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
603,51,서교동예식장타운,14014,%EC%84%9C%EA%B5%90%EB%8F%99%EC%98%88%EC%8B%9D%EC%9E%A5%ED%83%80%EC%9A%B4
603,52,합정역.남경호텔,14012,%ED%95%A9%EC%A0%95%EC%97%AD.%EB%82%A8%EA%B2%BD%ED%98%B8%ED%85%94
603,53,선유도공원,19277,%EC%84%A0%EC%9C%A0%EB%8F%84%EA%B3%B5%EC%9B%90
603,54,당산역,19176,%EB%8B%B9%EC%82%B0%EC%97%AD
603,55,선유도역.롯데제과,19213,%EC%84%A0%EC%9C%A0%EB%8F%84%EC%97%AD.%EB%A1%AF%EB%8D%B0%EC%A0%9C%EA%B3%BC
603,56,한신아파트.선유도역,19210,%ED%95%9C%EC%8B%A0%EC%95%84%ED%8C%8C%ED%8A%B8.%EC%84%A0%EC%9C%A0%EB%8F%84%EC%97%AD
603,57,월촌중학교,15148,%EC%9B%94%EC%B4%8C%EC%A4%91%ED%95%99%EA%B5%90
603,58,목동2단지,15106,%EB%AA%A9%EB%8F%992%EB%8B%A8%EC%A7%80
603,59,목동3단지,15107,%EB%AA%A9%EB%8F%993%EB%8B%A8%EC%A7%80
603,60,목동4단지,15108,%EB%AA%A9%EB%8F%994%EB%8B%A8%EC%A7%80
603,61,목1동주민센터,15159,%EB%AA%A91%EB%8F%99%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0
603,62,목동7단지,15163,%EB%AA%A9%EB%8F%997%EB%8B%A8%EC%A7%80
603,63,목동역.목동7단지,15166,%EB%AA%A9%EB%8F%99%EC%97%AD.%EB%AA%A9%EB%8F%997%EB%8B%A8%EC%A7%80
603,64,진명여고,15270,%EC%A7%84%EB%AA%85%EC%97%AC%EA%B3%A0
603,65,서울남부지방법원.서울남부지방검찰청,15279,%EC%84%9C%EC%9A%B8%EB%82%A8%EB%B6%80%EC%A7%80%EB%B0%A9%EB%B2%95%EC%9B%90.%EC%84%9C%EC%9A%B8%EB%82%A8%EB%B6%80%EC%A7%80%EB%B0%A9%EA%B2%80%EC%B0%B0%EC%B2%AD
603,66,신정1동우체국,15277,%EC%8B%A0%EC%A0%951%EB%8F%99%EC%9A%B0%EC%B2%B4%EA%B5%AD
603,67,우리은행신정동지점,15271,%EC%9A%B0%EB%A6%AC%EC%9D%80%ED%96%89%EC%8B%A0%EC%A0%95%EB%8F%99%EC%A7%80%EC%A0%90
603,68,신정4동경서농협,15283,%EC%8B%A0%EC%A0%954%EB%8F%99%EA%B2%BD%EC%84%9C%EB%86%8D%ED%98%91
603,69,신정네거리역,15280,%EC%8B%A0%EC%A0%95%EB%84%A4%EA%B1%B0%EB%A6%AC%EC%97%AD
603,70,신정사거리,15211,%EC%8B%A0%EC%A0%95%EC%82%AC%EA%B1%B0%EB%A6%AC
603,71,동방아파트,15213,%EB%8F%99%EB%B0%A9%EC%95%84%ED%8C%8C%ED%8A%B8
603,72,신곡시장,15215,%EC%8B%A0%EA%B3%A1%EC%8B%9C%EC%9E%A5
603,73,신한은행신월동지점,15217,%EC%8B%A0%ED%95%9C%EC%9D%80%ED%96%89%EC%8B%A0%EC%9B%94%EB%8F%99%EC%A7%80%EC%A0%90
603,74,신월지하차도입구,15329,%EC%8B%A0%EC%9B%94%EC%A7%80%ED%95%98%EC%B0%A8%EB%8F%84%EC%9E%85%EA%B5%AC
603,75,신월시영아파트중문,15354,%EC%8B%A0%EC%9B%94%EC%8B%9C%EC%98%81%EC%95%84%ED%8C%8C%ED%8A%B8%EC%A4%91%EB%AC%B8
603,76,신월동우성상가,15296,%EC%8B%A0%EC%9B%94%EB%8F%99%EC%9A%B0%EC%84%B1%EC%83%81%EA%B0%80
603,77,중부운수앞(가상),15717,%EC%A4%91%EB%B6%80%EC%9A%B4%EC%88%98%EC%95%9E%28%EA%B0%80%EC%83%81%29
604,1,신월동기점,15377,%EC%8B%A0%EC%9B%94%EB%8F%99%EA%B8%B0%EC%A0%90
604,2,황외과앞,16190,%ED%99%A9%EC%99%B8%EA%B3%BC%EC%95%9E
604,3,화곡대림아파트,16196,%ED%99%94%EA%B3%A1%EB%8C%80%EB%A6%BC%EC%95%84%ED%8C%8C%ED%8A%B8
604,4,가로공원.나누리병원,16197,%EA%B0%80%EB%A1%9C%EA%B3%B5%EC%9B%90.%EB%82%98%EB%88%84%EB%A6%AC%EB%B3%91%EC%9B%90
604,5,신월초등학교,16203,%EC%8B%A0%EC%9B%94%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
604,6,화곡역,16206,%ED%99%94%EA%B3%A1%EC%97%AD
604,7,화곡본동시장,16146,%ED%99%94%EA%B3%A1%EB%B3%B8%EB%8F%99%EC%8B%9C%EC%9E%A5
604,8,한국폴리텍1.서울강서대학교,16143,%ED%95%9C%EA%B5%AD%ED%8F%B4%EB%A6%AC%ED%85%8D1.%EC%84%9C%EC%9A%B8%EA%B0%95%EC%84%9C%EB%8C%80%ED%95%99%EA%B5%90
604,9,우장초등학교,16142,%EC%9A%B0%EC%9E%A5%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
604,10,강서구청,16139,%EA%B0%95%EC%84%9C%EA%B5%AC%EC%B2%AD
604,11,강서구청사거리,16008,%EA%B0%95%EC%84%9C%EA%B5%AC%EC%B2%AD%EC%82%AC%EA%B1%B0%EB%A6%AC
604,12,등촌중학교 백석초등학교,16006,%EB%93%B1%EC%B4%8C%EC%A4%91%ED%95%99%EA%B5%90+%EB%B0%B1%EC%84%9D%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90
604,13,등촌역.강서보건소,16004,%EB%93%B1%EC%B4%8C%EC%97%AD.%EA%B0%95%EC%84%9C%EB%B3%B4%EA%B1%B4%EC%86%8C
604,14,염창역.서울도시가스,16002,%EC%97%BC%EC%B0%BD%EC%97%AD.%EC%84%9C%EC%9A%B8%EB%8F%84%EC%8B%9C%EA%B0%80%EC%8A%A4
604,15,안양천입구,19217,%EC%95%88%EC%96%91%EC%B2%9C%EC%9E%85%EA%B5%AC
604,16,양평동한솔아파트,19218,%EC%96%91%ED%8F%89%EB%8F%99%ED%95%9C%EC%86%94%EC%95%84%ED%8C%8C%ED%8A%B8
